ESCOLARIDAD,TIPO_VIVIENDA,Edad,RangoEdad,CLIENTE_CDE,SEGMENTO_CLIENTE,COMPROBANTE_INGRESOS,APROBACION_TC,Producto
LICENCIATURA,RENTA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,33,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,45,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,43,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,37,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,54,adulto mayor,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,45,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,56,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,40,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,48,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,42,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,45,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,29,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,59,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,44,adulto maduro,CLIENTE_BANCO,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,55,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,34,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,49,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,39,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,36,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,55,adulto mayor,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,28,adulto joven,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,29,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,52,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,56,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,38,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,34,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,56,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,54,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,49,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,52,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,57,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,44,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,57,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,40,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,37,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,47,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,53,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,50,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,58,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,33,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,34,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,49,adulto maduro,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,25,joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,48,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,44,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,57,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,50,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,51,adulto mayor,CLIENTE_BANCO,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,60,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,25,joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,RENTA,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,58,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,38,adulto maduro,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,40,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,40,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,27,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,49,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,33,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,54,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,57,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,27,adulto joven,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,58,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
SECUNDARIA,FAMILIARES,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,50,adulto maduro,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,56,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,37,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,34,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,47,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,41,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,35,adulto joven,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,37,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,31,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,30,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,34,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,47,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,59,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,42,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,28,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,31,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,53,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,42,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,43,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,48,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,29,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,49,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,38,adulto maduro,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,36,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,37,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,29,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,59,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,38,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,52,adulto mayor,CLIENTE_BANCO,ALTO_B,DECLARACION ANUAL,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,DECLARACION ANUAL,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,57,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,44,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,34,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,52,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,26,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,RENTA,57,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,27,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,56,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,27,adulto joven,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,46,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,27,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,54,adulto mayor,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,53,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,58,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,34,adulto joven,CLIENTE_BANCO,MEDIO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,59,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,43,adulto maduro,CLIENTE_BANCO,ALTO_A,DECLARACION ANUAL,APROBADO,CLASICA
PREPARATORIA,PROPIA,46,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,25,joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,34,adulto joven,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,38,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,51,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,55,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,RENTA,31,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,35,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,59,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,42,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,58,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,RENTA,37,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,49,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,35,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,40,adulto maduro,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,29,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,34,adulto joven,NO_CLIENTE,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,30,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,28,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,29,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,57,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,25,joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,34,adulto joven,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,39,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,41,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,52,adulto mayor,CLIENTE_BANCO,ALTO_B,DECLARACION ANUAL,APROBADO,CLASICA
LICENCIATURA,RENTA,26,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,39,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,38,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,58,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,40,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,53,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,33,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,41,adulto maduro,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,34,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,31,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,28,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,40,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,33,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,43,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,47,adulto maduro,CLIENTE_BANCO,MEDIO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,33,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,31,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,29,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,48,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,31,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,43,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,28,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,57,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,42,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,54,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,47,adulto maduro,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,31,adulto joven,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
